item,itemLabel,startDate,endDate,sourceDate,psid
Q108407609,Norris Charles,1998,2000,,Q108407609-D937130D-8801-4E0D-83B7-9BD125929C76
Q1279447,Rosie Douglas,2000,2000,2022-10-08,Q1279447-239E052B-6A62-4DA3-9D51-0F6772C23BAF
Q1293269,Pierre Charles,2000,2001,2022-10-08,Q1293269-CCCD259D-1635-47FE-BCE3-C27677A62DF0
Q324486,Osborne Riviere,2001,2005,2022-10-08,Q324486-09A6E0FC-BC7F-4EFC-A69F-5ACEF5E4DA2E
Q2960197,Charles Savarin,2005,2007,2022-10-08,Q2960197-3C45F55B-694B-4DE8-B302-AC5FF627D891
Q57823,Roosevelt Skerrit,2007,2008,2022-10-08,Q57823-0CB96248-A876-411F-8E48-B3D7A1CC15CC
Q2805923,Vince Henderson,2008,2010,2022-10-08,Q2805923-671C2689-0A27-4999-8395-0027440F3560
Q57823,Roosevelt Skerrit,2010,2014,2022-10-08,Q57823-6205B6F8-4ACE-4A68-90FE-D65DC7F7D2A4
Q16937370,Francine Baron,2014-12-13,2019-12-17,,Q16937370-E8E4F1A2-9A06-4239-9DDE-6284C52872F5
Q59154066,Kenneth Darroux,2019-12-17,,,Q59154066-c550ed5e-49f7-18c1-5864-51a158331fc8
